People,Density,EntryRate,Temp,Humidity,CO2,Airflow,Time,Session,OutsideTemp,RoomSize,ACCapacity,ACUnits,Feedback
119,0.59,5,29.34,72,1060,0.84,15,Networking,35,200,1.5,1,1
39,0.2,12,24.69,72,635,0.42,9,Networking,41,200,2.0,2,1
69,0.34,23,25.82,52,829,0.72,9,Lecture,34,200,2.0,4,0
165,0.82,8,31.39,70,1452,0.69,10,Empty,36,200,2.5,1,1
125,0.62,22,29.02,56,1072,0.95,13,Lecture,32,200,2.0,4,1
110,0.55,19,29.43,53,988,1.0,18,Networking,35,200,1.5,3,1
48,0.24,4,26.72,67,764,0.94,13,Empty,36,200,1.5,1,1
185,0.93,17,31.93,57,1581,0.62,9,Lecture,28,200,2.5,3,1
21,0.1,6,23.56,52,477,0.66,16,Lecture,33,200,2.0,1,-1
191,0.95,22,32.14,50,1520,0.71,16,Networking,37,200,2.0,4,1
82,0.41,8,28.47,44,959,0.59,17,Networking,35,200,1.5,4,1
41,0.2,16,24.8,55,716,0.47,14,Networking,42,200,1.5,3,-1
90,0.45,24,26.28,46,875,0.49,15,Empty,28,200,2.5,1,0
76,0.38,16,27.16,46,819,0.97,11,Empty,39,200,2.5,4,1
61,0.3,10,24.71,74,700,0.58,9,Lecture,28,200,2.5,1,1
98,0.49,10,27.74,53,1021,0.74,11,Networking,39,200,1.5,2,1
11,0.06,17,24.0,56,438,0.55,10,Empty,33,200,2.0,4,-1
44,0.22,2,25.29,41,668,0.34,18,Networking,34,200,1.5,3,1
8,0.04,19,22.29,42,373,0.77,15,Empty,31,200,2.5,2,-1
155,0.78,25,30.68,50,1328,0.6,13,Lecture,38,200,2.5,2,1
180,0.9,8,33.49,73,1496,0.41,10,Networking,35,200,1.5,1,1
8,0.04,15,23.63,62,423,0.44,15,Lecture,33,200,2.5,4,-1
163,0.81,13,32.34,50,1324,0.45,16,Networking,39,200,1.5,4,1
183,0.92,7,34.61,59,1433,0.97,13,Networking,41,200,1.5,2,1
94,0.47,16,28.13,42,961,0.5,17,Lecture,42,200,2.0,4,1
93,0.47,15,27.76,46,1037,0.31,10,Networking,39,200,1.5,1,1
169,0.84,24,31.05,73,1340,0.45,14,Empty,36,200,2.5,2,1
44,0.22,17,27.2,75,626,0.68,18,Networking,37,200,2.0,3,1
80,0.4,1,27.54,66,915,0.69,9,Empty,30,200,2.5,3,1
167,0.83,18,32.89,71,1338,0.99,9,Networking,39,200,1.5,3,1
107,0.54,22,27.8,62,1005,0.28,12,Empty,31,200,2.0,4,1
191,0.95,8,34.05,44,1496,0.74,16,Empty,41,200,2.0,2,1
186,0.93,17,31.3,51,1591,0.39,11,Networking,28,200,1.5,1,1
150,0.75,10,29.66,66,1325,0.88,10,Empty,36,200,2.5,4,1
94,0.47,8,29.7,41,954,0.91,16,Networking,38,200,2.5,1,1
155,0.78,24,31.16,50,1339,0.75,18,Networking,31,200,2.0,1,1
169,0.84,1,30.97,47,1420,0.69,15,Networking,36,200,1.5,2,1
22,0.11,9,24.02,47,508,0.33,14,Empty,29,200,1.5,3,0
121,0.6,13,29.77,71,1156,0.38,17,Networking,32,200,1.5,3,1
18,0.09,16,25.02,75,581,0.9,18,Empty,31,200,2.5,2,1
75,0.38,2,26.1,60,865,0.92,10,Empty,30,200,2.0,2,0
117,0.58,17,28.64,56,1162,0.91,16,Empty,41,200,2.5,4,1
143,0.71,14,29.12,55,1277,0.95,10,Empty,29,200,2.5,2,1
147,0.73,16,30.62,50,1330,0.21,10,Lecture,35,200,1.5,2,1
23,0.12,7,24.59,56,491,0.5,14,Empty,32,200,2.0,3,0
93,0.47,3,28.56,62,981,0.99,17,Empty,30,200,2.0,4,1
114,0.57,15,30.65,45,1057,0.78,16,Empty,37,200,2.5,4,1
84,0.42,4,26.2,44,962,0.27,15,Lecture,31,200,1.5,4,0
41,0.2,13,26.63,57,659,0.56,18,Empty,31,200,1.5,2,0
76,0.38,0,25.84,63,868,0.48,16,Empty,33,200,1.5,1,1
89,0.45,6,27.9,53,910,0.93,10,Empty,40,200,2.5,4,1
144,0.72,20,29.89,42,1272,0.29,9,Empty,30,200,2.0,1,1
158,0.79,24,30.54,75,1316,0.74,16,Lecture,37,200,2.0,3,1
66,0.33,18,28.83,59,821,0.3,13,Lecture,41,200,1.5,3,1
12,0.06,8,24.31,46,419,0.65,16,Networking,39,200,1.5,1,1
1,0.01,15,22.16,60,397,0.6,10,Empty,29,200,1.5,3,-1
68,0.34,3,25.51,44,771,0.47,16,Lecture,35,200,1.5,3,1
114,0.57,4,28.92,73,1004,0.25,15,Empty,29,200,2.5,2,1
63,0.32,23,25.38,51,760,0.71,14,Networking,29,200,2.5,3,-1
46,0.23,13,26.0,66,615,0.33,16,Empty,33,200,2.5,3,1
38,0.19,23,26.85,46,705,0.86,9,Networking,37,200,2.0,3,-1
64,0.32,6,26.55,50,810,0.51,18,Lecture,41,200,2.5,3,1
129,0.65,23,30.45,71,1132,0.75,12,Lecture,37,200,2.5,1,1
32,0.16,2,25.31,68,624,0.27,16,Lecture,34,200,2.0,1,0
147,0.73,4,28.76,43,1239,0.93,17,Networking,29,200,1.5,3,1
36,0.18,17,23.49,65,655,0.42,15,Empty,29,200,2.5,3,-1
3,0.01,2,24.12,69,339,0.43,18,Empty,31,200,2.5,4,-1
25,0.12,18,23.88,42,582,0.89,18,Networking,37,200,2.5,4,-1
148,0.74,16,29.97,62,1294,0.26,17,Networking,31,200,2.0,4,1
81,0.41,1,28.91,40,865,0.6,10,Lecture,34,200,1.5,4,1
17,0.09,22,23.99,71,544,0.27,14,Lecture,30,200,2.0,2,1
200,1.0,3,31.42,58,1655,0.26,16,Networking,28,200,2.5,4,1
153,0.77,6,31.71,57,1311,0.63,11,Lecture,41,200,2.5,2,1
164,0.82,7,32.19,68,1319,0.26,14,Lecture,30,200,2.0,3,1
10,0.05,25,23.65,74,392,0.26,9,Networking,36,200,2.5,3,1
97,0.48,11,29.19,66,955,0.45,10,Networking,37,200,1.5,3,1
128,0.64,3,27.96,73,1098,0.67,17,Lecture,28,200,2.0,1,1
197,0.98,5,33.63,57,1522,0.79,18,Empty,32,200,2.5,2,1
17,0.09,6,22.95,61,530,0.93,14,Lecture,34,200,2.5,3,-1
47,0.23,18,23.95,55,693,0.6,14,Networking,28,200,1.5,4,-1
153,0.77,13,30.9,74,1392,0.38,13,Lecture,41,200,2.5,4,1
17,0.09,7,24.5,56,533,0.3,12,Lecture,29,200,2.5,1,0
68,0.34,8,27.41,71,772,0.61,15,Empty,37,200,2.0,1,1
98,0.49,9,27.8,72,963,0.49,11,Lecture,37,200,2.5,3,1
0,0.0,1,22.38,61,356,0.82,10,Empty,33,200,2.5,3,-1
188,0.94,24,34.12,51,1580,0.25,12,Empty,34,200,1.5,1,1
85,0.42,22,26.82,40,880,0.99,18,Lecture,31,200,2.5,2,1
53,0.27,24,24.72,48,786,0.84,15,Networking,32,200,2.0,2,0
154,0.77,16,29.62,42,1308,0.63,12,Empty,32,200,1.5,3,1
146,0.73,9,30.43,67,1286,0.8,14,Lecture,31,200,1.5,1,1
93,0.47,6,30.24,59,1030,0.34,10,Lecture,41,200,2.0,4,1
123,0.61,22,30.66,48,1172,0.33,11,Empty,33,200,2.5,3,1
131,0.66,0,29.04,55,1158,0.73,9,Networking,31,200,1.5,1,1
141,0.7,8,29.66,64,1245,0.59,18,Empty,30,200,2.5,3,1
151,0.76,21,30.18,64,1273,0.41,16,Networking,31,200,1.5,2,1
119,0.59,2,30.36,63,1106,0.91,15,Lecture,30,200,2.5,2,1
180,0.9,23,32.74,57,1453,0.74,12,Lecture,35,200,1.5,3,1
56,0.28,3,26.93,45,717,0.29,16,Empty,36,200,2.5,2,1
38,0.19,21,24.57,60,596,0.9,16,Lecture,28,200,1.5,3,0
61,0.3,10,27.25,73,724,0.44,14,Empty,36,200,2.5,3,1
27,0.14,24,24.33,71,533,0.27,11,Networking,30,200,1.5,4,1
48,0.24,13,24.71,42,676,0.31,11,Networking,32,200,2.0,3,0
180,0.9,1,30.55,59,1532,0.79,11,Networking,28,200,1.5,4,1
12,0.06,3,23.22,58,542,0.23,11,Empty,37,200,2.0,1,-1
154,0.77,0,31.97,63,1304,0.57,13,Empty,28,200,2.5,2,1
196,0.98,14,32.39,71,1500,0.55,12,Empty,33,200,2.5,2,1
56,0.28,23,26.46,43,670,0.49,13,Lecture,36,200,1.5,4,0
8,0.04,11,22.8,49,479,0.93,14,Networking,39,200,2.5,3,-1
117,0.58,24,27.77,65,1157,0.66,9,Empty,30,200,2.5,2,1
88,0.44,3,29.27,69,981,0.95,15,Lecture,40,200,2.0,1,1
55,0.28,8,27.33,74,666,0.99,17,Empty,35,200,2.0,2,1
121,0.6,4,29.26,70,1149,0.83,14,Lecture,40,200,1.5,4,1
169,0.84,11,32.06,61,1368,0.71,9,Lecture,30,200,1.5,1,1
191,0.95,3,33.72,55,1573,0.67,15,Networking,37,200,2.5,2,1
82,0.41,12,27.12,72,942,0.76,12,Lecture,35,200,2.5,1,1
152,0.76,21,31.09,52,1262,0.76,18,Networking,41,200,1.5,4,1
111,0.56,25,28.56,54,1131,0.37,18,Lecture,41,200,2.0,1,1
81,0.41,20,28.0,47,927,0.54,17,Lecture,32,200,2.0,2,1
129,0.65,16,28.03,73,1140,0.23,12,Lecture,30,200,2.5,3,1
186,0.93,4,33.9,67,1567,0.32,10,Lecture,34,200,2.5,3,1
81,0.41,6,28.91,54,873,0.69,17,Empty,37,200,2.0,1,1
26,0.13,1,24.21,50,517,0.39,17,Lecture,39,200,2.0,3,1
26,0.13,14,24.24,65,514,0.88,9,Empty,34,200,1.5,2,0
27,0.14,6,25.24,69,546,0.77,11,Networking,42,200,1.5,4,0
94,0.47,13,28.03,42,924,0.67,17,Networking,42,200,2.5,1,1
146,0.73,23,29.91,62,1317,0.59,15,Empty,31,200,1.5,2,1
172,0.86,5,32.05,40,1401,0.96,9,Empty,36,200,2.5,1,1
39,0.2,22,24.1,46,694,0.65,15,Empty,33,200,2.5,3,0
55,0.28,4,26.51,40,692,0.96,14,Lecture,40,200,2.5,2,1
72,0.36,24,25.53,50,822,0.82,11,Empty,33,200,2.0,3,0
95,0.47,14,28.41,54,902,0.94,16,Lecture,33,200,2.5,1,1
35,0.17,3,23.8,75,639,0.38,12,Empty,28,200,2.5,1,1
143,0.71,22,31.03,56,1266,0.86,10,Empty,41,200,2.5,3,1
27,0.14,17,24.03,63,538,0.68,18,Empty,30,200,2.0,1,1
127,0.64,4,28.75,50,1177,0.98,14,Lecture,37,200,2.5,3,1
34,0.17,16,25.15,58,679,0.47,14,Empty,34,200,2.5,2,0
181,0.91,21,32.22,70,1497,0.32,15,Empty,41,200,2.5,4,1
60,0.3,10,25.75,56,714,0.53,18,Networking,36,200,2.0,4,-1
143,0.71,8,29.92,51,1293,0.38,16,Lecture,30,200,2.5,4,1
114,0.57,8,27.06,66,1106,0.92,12,Lecture,28,200,1.5,4,1
22,0.11,11,24.09,53,485,0.68,16,Lecture,37,200,2.5,1,-1
47,0.23,11,27.0,44,630,0.54,9,Networking,38,200,1.5,2,0
31,0.15,13,24.29,66,609,0.74,11,Networking,37,200,1.5,4,-1
55,0.28,6,26.48,67,770,0.74,13,Networking,40,200,1.5,1,0
123,0.61,2,29.04,50,1142,0.59,12,Empty,37,200,1.5,4,1
129,0.65,24,29.26,75,1119,0.92,18,Networking,34,200,2.5,4,1
173,0.86,15,30.66,59,1435,0.6,15,Lecture,29,200,2.0,1,1
143,0.71,18,30.92,72,1184,0.52,13,Networking,35,200,2.5,3,1
190,0.95,9,33.29,42,1478,0.2,15,Empty,36,200,2.5,2,1
93,0.47,3,26.57,50,895,0.9,15,Empty,34,200,2.0,3,0
166,0.83,19,32.6,61,1324,0.21,14,Empty,37,200,2.0,3,1
84,0.42,4,28.54,71,874,0.86,10,Empty,41,200,1.5,1,1
77,0.39,10,28.71,62,867,0.82,11,Networking,39,200,2.5,2,1
89,0.45,16,27.88,59,883,0.89,11,Networking,41,200,2.5,4,1
7,0.04,13,22.92,40,479,0.25,13,Empty,30,200,2.0,4,-1
118,0.59,16,28.25,40,1109,0.76,18,Empty,32,200,2.0,1,1
157,0.79,18,30.6,72,1362,0.27,13,Empty,33,200,1.5,1,1
97,0.48,8,27.18,53,973,0.3,16,Empty,28,200,1.5,1,1
117,0.58,1,30.24,54,1034,0.59,14,Empty,33,200,2.5,2,1
0,0.0,17,22.85,45,391,0.96,12,Empty,39,200,2.5,1,-1
40,0.2,12,26.89,72,696,0.44,13,Lecture,38,200,1.5,3,1
167,0.83,7,33.02,56,1369,0.5,16,Empty,33,200,2.5,4,1
200,1.0,20,32.89,44,1576,0.7,9,Empty,34,200,1.5,4,1
115,0.57,0,30.29,40,1080,0.8,9,Lecture,38,200,2.0,4,1
182,0.91,18,31.62,41,1492,0.94,18,Empty,32,200,1.5,1,1
169,0.84,2,31.63,56,1475,0.93,9,Empty,32,200,1.5,3,1
7,0.04,14,24.58,47,430,0.37,16,Lecture,35,200,1.5,4,0
46,0.23,10,27.36,45,754,0.98,18,Networking,38,200,2.5,2,1
60,0.3,22,26.36,67,816,0.42,11,Networking,34,200,1.5,3,0
46,0.23,25,26.49,57,709,0.36,18,Empty,29,200,2.5,1,0
182,0.91,9,34.26,45,1506,0.79,14,Lecture,40,200,1.5,2,1
10,0.05,23,24.7,54,495,0.54,12,Empty,29,200,1.5,2,0
191,0.95,25,34.49,48,1536,0.35,11,Networking,40,200,2.0,4,1
97,0.48,5,27.95,51,1019,0.69,9,Lecture,36,200,2.5,3,1
127,0.64,22,29.93,73,1223,0.7,16,Lecture,34,200,1.5,3,1
125,0.62,4,29.42,58,1128,0.9,16,Empty,29,200,2.5,1,1
154,0.77,20,30.48,68,1253,0.78,14,Lecture,39,200,2.0,1,1
77,0.39,20,28.6,50,894,0.37,12,Networking,42,200,2.5,4,1
154,0.77,1,31.99,44,1347,0.86,10,Empty,38,200,2.5,1,1
59,0.29,14,26.8,73,680,0.52,13,Networking,37,200,2.0,2,1
164,0.82,2,31.01,60,1339,0.73,14,Lecture,33,200,2.0,1,1
15,0.07,5,25.64,50,471,0.49,17,Networking,42,200,2.0,1,1
159,0.8,0,32.55,56,1300,0.62,14,Networking,40,200,1.5,4,1
116,0.58,25,27.56,65,1132,0.99,10,Empty,29,200,1.5,3,1
162,0.81,4,30.46,52,1401,0.9,15,Networking,32,200,2.0,4,1
45,0.23,18,24.49,70,676,0.75,11,Empty,35,200,2.0,2,-1
34,0.17,22,24.82,49,559,0.28,10,Lecture,30,200,2.0,1,0
103,0.52,6,26.8,70,1083,0.42,11,Lecture,28,200,2.5,2,1
168,0.84,9,31.49,63,1355,0.94,16,Lecture,41,200,1.5,4,1
185,0.93,8,32.1,46,1525,0.62,9,Lecture,33,200,1.5,1,1
113,0.56,13,30.02,71,1116,0.86,17,Networking,36,200,2.5,3,1
86,0.43,24,27.18,62,883,0.3,10,Empty,41,200,2.0,3,1
165,0.82,3,32.36,56,1372,0.58,14,Lecture,40,200,1.5,4,1
172,0.86,22,32.63,57,1469,0.76,10,Networking,39,200,2.0,2,1
74,0.37,12,28.5,47,923,0.59,18,Empty,34,200,2.0,3,1
118,0.59,17,29.8,74,1046,0.33,18,Empty,28,200,1.5,2,1
187,0.94,1,31.54,42,1471,0.26,12,Networking,32,200,2.0,4,1
141,0.7,20,30.58,67,1191,0.94,18,Empty,41,200,2.5,2,1
95,0.47,18,29.18,62,941,0.44,18,Lecture,34,200,2.5,2,1
103,0.52,19,29.7,45,975,0.81,11,Networking,33,200,1.5,1,1
17,0.09,12,24.87,49,561,0.97,18,Networking,38,200,2.5,2,0
133,0.67,10,30.42,72,1189,0.8,18,Empty,34,200,2.0,4,1
23,0.12,14,24.01,72,571,0.87,11,Empty,31,200,2.0,3,1
138,0.69,1,30.44,53,1157,0.88,10,Networking,40,200,2.5,1,1
42,0.21,24,25.13,73,719,0.27,18,Networking,36,200,2.0,4,1
160,0.8,13,30.19,60,1358,0.32,9,Lecture,36,200,2.5,1,1
147,0.73,11,32.33,40,1343,0.48,9,Lecture,41,200,2.5,3,1
61,0.3,15,27.45,73,739,0.31,17,Empty,31,200,1.5,4,1
123,0.61,5,28.56,56,1210,0.42,17,Empty,39,200,1.5,4,1
80,0.4,25,26.83,65,824,0.56,12,Networking,28,200,2.0,1,0
167,0.83,4,31.6,49,1404,0.92,9,Lecture,30,200,2.0,1,1
99,0.49,1,27.91,49,947,0.87,13,Lecture,29,200,1.5,1,1
100,0.5,13,29.88,41,1076,0.55,10,Networking,37,200,2.0,2,1
39,0.2,14,25.18,58,685,0.47,13,Lecture,30,200,2.0,2,0
154,0.77,19,30.22,42,1286,0.82,11,Empty,39,200,2.0,1,1
6,0.03,3,22.48,75,435,0.48,15,Lecture,33,200,2.5,3,1
138,0.69,5,29.55,49,1256,0.91,13,Lecture,36,200,1.5,4,1
6,0.03,17,23.31,74,472,0.59,10,Empty,36,200,2.0,2,1
174,0.87,16,31.48,45,1407,0.39,12,Lecture,35,200,2.5,3,1
184,0.92,13,33.73,67,1557,0.48,11,Lecture,39,200,2.0,4,1
168,0.84,0,32.02,45,1348,0.57,14,Lecture,39,200,1.5,3,1
18,0.09,0,24.33,62,568,0.6,12,Empty,35,200,1.5,2,0
43,0.21,9,27.21,42,652,0.79,14,Empty,37,200,2.0,2,1
118,0.59,7,28.37,42,1177,0.61,12,Empty,36,200,1.5,3,1
65,0.33,24,27.69,44,772,0.22,16,Networking,33,200,2.0,3,1
44,0.22,8,26.02,47,675,0.52,10,Lecture,33,200,1.5,4,-1
172,0.86,8,31.75,48,1406,0.83,18,Empty,34,200,1.5,2,1
175,0.88,20,32.67,45,1428,0.36,10,Empty,31,200,1.5,4,1
145,0.72,25,28.78,74,1223,0.51,18,Networking,28,200,1.5,1,1
122,0.61,6,31.15,44,1125,0.33,11,Empty,37,200,2.5,2,1
99,0.49,24,27.47,64,1016,0.37,18,Empty,39,200,1.5,4,1
161,0.81,21,30.47,46,1335,0.83,17,Networking,33,200,2.5,2,1
18,0.09,6,25.35,48,453,0.41,17,Networking,32,200,2.5,3,0
53,0.27,10,24.83,46,685,0.44,12,Networking,29,200,2.0,2,-1
164,0.82,25,31.37,57,1355,0.33,15,Lecture,31,200,1.5,1,1
35,0.17,18,24.72,43,624,0.9,14,Networking,30,200,2.5,2,0
23,0.12,10,25.3,44,562,0.85,13,Networking,40,200,2.0,4,1
143,0.71,6,31.46,62,1256,0.29,9,Empty,33,200,1.5,2,1
115,0.57,2,30.11,63,1155,0.7,10,Networking,33,200,1.5,1,1
66,0.33,6,26.38,58,783,0.81,18,Empty,30,200,1.5,2,-1
1,0.01,17,23.41,59,472,0.51,14,Empty,32,200,2.5,2,-1
121,0.6,8,28.41,70,1119,0.81,12,Lecture,37,200,1.5,2,1
44,0.22,9,26.32,57,639,0.71,15,Empty,36,200,2.5,3,0
91,0.46,1,28.66,44,993,0.57,16,Networking,38,200,1.5,4,1
119,0.59,24,31.49,45,1148,0.6,12,Empty,42,200,1.5,4,1
90,0.45,3,26.97,74,861,0.62,14,Empty,38,200,2.0,3,1
136,0.68,22,31.77,51,1268,0.73,9,Networking,37,200,2.0,1,1
150,0.75,22,31.87,43,1247,0.83,14,Empty,38,200,2.0,3,1
15,0.07,18,23.42,72,507,0.98,12,Networking,30,200,2.0,3,1
134,0.67,8,30.93,49,1167,0.66,10,Empty,35,200,1.5,2,1
131,0.66,17,28.43,52,1147,0.39,17,Lecture,30,200,1.5,3,1
2,0.01,8,24.88,40,417,0.51,15,Empty,37,200,2.5,4,0
197,0.98,9,33.05,67,1600,0.86,10,Lecture,39,200,2.5,1,1
131,0.66,0,31.0,43,1233,0.53,15,Empty,36,200,2.5,2,1
46,0.23,15,26.33,55,642,0.9,12,Empty,39,200,2.0,3,0
46,0.23,15,25.75,52,740,0.74,12,Empty,38,200,2.0,1,1
51,0.26,9,25.38,55,786,0.63,15,Lecture,29,200,2.0,2,0
30,0.15,11,26.58,41,588,0.83,18,Networking,40,200,1.5,1,0
33,0.17,21,25.89,65,533,0.28,18,Networking,38,200,2.0,4,0
3,0.01,18,25.47,67,495,0.36,18,Networking,41,200,2.0,1,0
31,0.15,24,24.0,61,584,0.85,14,Lecture,31,200,2.0,3,-1
90,0.45,2,26.3,68,957,0.89,9,Lecture,30,200,2.0,3,0
78,0.39,9,27.91,74,823,0.68,12,Lecture,38,200,1.5,4,1
187,0.94,6,32.08,67,1599,0.38,16,Networking,38,200,1.5,1,1
40,0.2,8,25.95,44,664,0.41,17,Empty,29,200,1.5,1,0
47,0.23,22,27.26,41,759,0.2,14,Lecture,36,200,2.0,1,1
13,0.07,0,25.31,52,464,0.44,18,Lecture,32,200,2.5,3,0
71,0.35,25,26.16,66,895,0.85,14,Empty,34,200,2.5,4,0
4,0.02,7,25.06,46,501,0.38,18,Lecture,42,200,2.0,3,0
115,0.57,25,29.64,66,1142,0.34,9,Lecture,32,200,2.5,3,1
66,0.33,13,27.15,40,796,0.67,9,Empty,41,200,2.5,4,1
153,0.77,9,32.3,65,1287,0.99,12,Networking,36,200,2.0,2,1
21,0.1,11,25.01,66,471,0.73,14,Networking,35,200,2.0,3,0
84,0.42,19,26.98,61,933,0.6,16,Networking,30,200,1.5,2,-1
61,0.3,25,26.06,54,701,0.75,17,Empty,29,200,1.5,4,1
129,0.65,1,30.52,67,1198,0.87,13,Lecture,39,200,2.5,4,1
111,0.56,12,28.17,56,1037,0.89,11,Lecture,34,200,2.5,1,1
172,0.86,21,32.19,66,1377,0.59,11,Networking,42,200,2.5,3,1
73,0.36,4,25.62,59,859,0.21,16,Lecture,29,200,2.5,3,1
149,0.74,12,30.08,46,1308,0.73,10,Empty,28,200,1.5,2,1
131,0.66,24,28.97,51,1185,0.52,14,Empty,38,200,2.5,3,1
189,0.94,9,33.37,58,1613,0.22,17,Networking,31,200,1.5,2,1
91,0.46,1,28.76,75,980,0.26,12,Empty,33,200,1.5,1,1
34,0.17,11,26.98,53,580,0.27,11,Lecture,39,200,2.5,1,0
189,0.94,22,31.11,60,1471,0.47,16,Networking,28,200,2.5,1,1
13,0.07,6,25.19,54,521,0.97,12,Empty,35,200,2.5,4,1
130,0.65,19,30.62,40,1131,0.53,11,Networking,28,200,2.0,4,1
188,0.94,1,33.84,59,1479,0.93,16,Empty,41,200,1.5,1,1
198,0.99,5,33.14,49,1666,0.36,10,Empty,42,200,1.5,2,1
111,0.56,17,29.74,58,1060,0.49,14,Lecture,38,200,2.0,4,1
161,0.81,23,32.55,60,1304,0.25,17,Empty,33,200,2.5,2,1
55,0.28,6,27.32,54,681,0.56,16,Networking,40,200,1.5,2,1
142,0.71,8,29.77,55,1239,0.68,11,Empty,36,200,2.0,4,1
65,0.33,20,26.58,54,846,0.57,16,Lecture,31,200,1.5,4,0
137,0.69,2,31.42,60,1297,0.47,14,Lecture,31,200,1.5,4,1
18,0.09,20,23.42,44,545,0.92,14,Empty,40,200,2.0,1,-1
137,0.69,15,30.11,65,1179,0.41,17,Empty,34,200,2.0,1,1
12,0.06,14,22.33,58,538,0.52,10,Lecture,32,200,1.5,3,-1
4,0.02,15,24.22,69,378,0.55,12,Lecture,38,200,2.5,2,0
90,0.45,25,26.27,65,1013,0.9,14,Empty,29,200,2.5,2,1
77,0.39,23,28.18,69,819,0.55,13,Networking,42,200,2.5,2,1
11,0.06,6,23.46,66,474,0.79,11,Networking,34,200,2.0,3,-1
188,0.94,14,34.37,42,1598,0.92,17,Networking,42,200,2.0,4,1
183,0.92,0,32.79,73,1564,0.95,9,Networking,37,200,2.5,1,1
4,0.02,10,24.87,71,380,0.44,14,Networking,33,200,1.5,1,1
19,0.1,13,25.41,64,585,0.64,12,Networking,37,200,2.0,2,-1
75,0.38,1,27.2,41,790,0.32,13,Empty,29,200,1.5,3,1
97,0.48,23,27.3,57,1059,0.72,11,Networking,30,200,2.0,2,1
95,0.47,16,26.49,73,1046,0.88,17,Lecture,28,200,2.5,1,1
87,0.43,23,27.75,45,936,0.43,9,Lecture,34,200,2.0,1,1
114,0.57,19,30.48,72,1017,0.68,13,Lecture,34,200,2.0,4,1
153,0.77,21,32.68,50,1387,0.39,14,Networking,36,200,2.5,2,1
26,0.13,9,24.17,72,600,0.81,13,Empty,33,200,2.0,3,1
137,0.69,3,29.97,64,1246,0.37,11,Networking,28,200,1.5,2,1
93,0.47,11,26.37,45,920,1.0,16,Lecture,30,200,1.5,2,0
105,0.53,4,27.24,50,1042,0.22,17,Lecture,30,200,2.5,3,1
198,0.99,21,34.49,63,1541,0.26,12,Lecture,32,200,1.5,3,1
180,0.9,6,32.51,40,1497,0.21,15,Empty,32,200,2.5,3,1
61,0.3,2,28.19,73,794,0.81,18,Empty,41,200,1.5,4,1
94,0.47,9,26.75,49,931,0.36,17,Networking,31,200,2.5,4,0
175,0.88,8,33.36,69,1390,0.61,11,Empty,37,200,1.5,4,1
12,0.06,4,22.63,48,478,0.31,16,Lecture,28,200,1.5,3,-1
36,0.18,11,25.68,55,629,0.49,14,Empty,36,200,2.5,4,1
18,0.09,24,22.81,54,491,0.69,14,Empty,34,200,2.5,1,-1
69,0.34,12,28.08,53,761,0.92,14,Networking,41,200,1.5,2,1
81,0.41,1,28.23,64,844,0.32,18,Lecture,30,200,1.5,3,1
98,0.49,24,27.34,41,1018,0.51,12,Empty,33,200,1.5,3,1
123,0.61,20,30.79,40,1193,0.99,13,Lecture,36,200,1.5,2,1
77,0.39,12,26.22,74,862,0.56,11,Networking,37,200,2.0,4,1
147,0.73,13,31.16,68,1348,0.7,9,Networking,42,200,1.5,3,1
128,0.64,16,29.08,74,1158,0.75,9,Networking,37,200,2.5,4,1
110,0.55,23,28.7,57,1116,0.98,14,Lecture,32,200,1.5,4,1
120,0.6,18,30.04,50,1130,0.36,18,Empty,33,200,1.5,4,1
146,0.73,16,32.24,50,1311,0.35,10,Lecture,41,200,1.5,1,1
68,0.34,16,25.95,66,733,0.46,16,Networking,30,200,2.0,1,0
195,0.97,20,34.15,43,1579,0.95,17,Empty,40,200,2.5,4,1
65,0.33,8,25.39,59,814,0.99,14,Lecture,33,200,1.5,3,0
96,0.48,15,26.91,68,928,0.53,13,Networking,35,200,1.5,2,0
51,0.26,15,26.44,69,757,0.41,16,Networking,39,200,2.0,3,0
72,0.36,8,28.6,41,814,0.21,13,Lecture,38,200,1.5,2,1
30,0.15,7,26.09,50,582,0.71,16,Empty,33,200,2.5,3,-1
144,0.72,18,30.97,68,1279,0.96,16,Networking,29,200,1.5,4,1
90,0.45,6,28.41,64,1009,0.21,11,Empty,42,200,1.5,3,1
123,0.61,2,29.24,66,1168,0.46,10,Empty,32,200,1.5,2,1
167,0.83,4,33.03,69,1355,0.37,17,Networking,34,200,2.5,4,1
153,0.77,8,33.02,44,1378,0.2,16,Empty,41,200,2.5,2,1
139,0.69,8,29.6,47,1224,0.83,9,Networking,33,200,2.0,4,1
142,0.71,22,29.53,68,1209,0.74,17,Empty,31,200,1.5,1,1
115,0.57,8,29.84,67,1023,0.97,16,Empty,37,200,2.5,3,1
47,0.23,25,25.1,57,715,0.86,13,Networking,37,200,2.0,3,0
149,0.74,13,30.74,70,1258,0.72,12,Lecture,39,200,2.5,3,1
93,0.47,5,29.7,42,964,0.51,11,Lecture,38,200,2.5,2,1
188,0.94,3,32.14,45,1468,0.77,9,Networking,32,200,2.0,3,1
2,0.01,0,24.21,66,424,0.23,16,Empty,33,200,2.5,1,0
182,0.91,7,31.59,42,1432,0.79,9,Lecture,32,200,1.5,1,1
6,0.03,2,24.31,64,387,0.41,16,Networking,36,200,1.5,3,-1
81,0.41,23,28.65,58,956,0.97,11,Lecture,41,200,2.5,3,1
113,0.56,16,27.58,41,1128,0.58,15,Empty,30,200,2.5,2,1
